code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500.1,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial,AIRDIST,AVELF,BRIT,BUDDHA,CIV72,CONFUC,DENS60,DENS65C,DENS65I,DPOP6090,EAST,ECORG,ENGFRAC,FERTLDC1,GDE1,GDPCH60L,GEEREC1,GGCFD3,GOVNOM1,GOVSH61,GVR61,H60,HERF00,HINDU00,IPRICE1,LAAM,LIFE060,LT100CR,MALFAL66,MINING,NEWSTATE,OIL,OPENDEC1,ORTH00,OTHFRAC,P60,PI6090,POP1560,POP60,POP6560,PRIEXP70,PRIGHTS,RERD,REVCOUP,SCOUT,SIZE60,SOCIALIST,SPAIN,SQPI6090,TOT1DEC1,TOTIND,TROPPOP,WARTIME,WARTORN,YRSOPEN,ZTROPICS
MNG,50.0,0.0,0.0,0.0,0.0,24.210339,15.656191,5.633471,0.0,1675.81,1855.69,1679.42,,-7.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,76.0,,,0.0,105.297455,0.09,0.70619744,0.70653236,0.71156794,0.7118773,0.19150974,0.3191829,0.38301948,0.38301948,300000.0,500000.03,600000.0,0.0,0.0,-0.34351656,1.4489423,0.53227144,0.0,20.971245,0.67663,1566500.0,46.0,105.0,11748.75,0.19473034,8.517193,8.53149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4,98.6,1278819.0,3278292.0,,4053.63263613099,,24.5547033731375,,13288991441.9671,38.95441824623093,,0.0190060701452234,,14.061447553736524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,0.0,,,,0.03125,23.329653,0.7799574,0.061978877,0.902176,203.434,216.222,805.497,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,146.0,,,1.0,244.48761,0.34,0.7444899,0.7444899,,,,0.38260913,1.2753638,1.2753638,,300876.16,1002920.56,0.0,1.0,23.545628,0.39333135,0.32611138,0.6281266,82.87739,0.3102,786380.0,18.25,35.0,39083.086,0.10458538,7.2442274,7.2442274,1.0,0.0,0.0,0.0,0.0,6.8,31.4,13.0,48.8,9022747.0,31255435.0,,564.644847192848,,,,17648220319.521,32.32153849922989,,0.0251601957938105,,16.015259391128797,9080,0.78633275,0.0,0.0,0.166666672,0,105.0918,14.83222,8.919816,0.02446384,0.0,1,0,1.895969272,.,7.05012252,.,.,0.175,0.261,.,0,0.928306,0,202.84,0.0,35.2,0.33,1,0.08,2.0,0.0,0.5305,0.0,0.012,0.48,15.4251961,0.408399999,7461,0.028816501,.,6.5,127,1,0,15.96756725,1,0.0,237.9366748,0.015028216,0.075862069,0.36018,0.32,1,0,0.2132895
MRT,0.0,0.0,0.0,0.0,0.032258064,35.360077,0.7616198,0.26982126,0.8267799,543.985,591.906,726.632,15.985119,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,280.0,5.634789,,,2.0,0.0,1.0,167.0,,,0.8512061,245.47748,0.01,0.72920185,0.72920185,0.71050566,0.71050566,0.20958605,0.41917208,0.62875813,0.62875813,216020.34,432040.66,648061.0,0.0,1.0,27.693247,0.2542123,0.109320395,0.0,9.991535,0.61854,1030700.0,20.0,-12.0,4947.36,0.02898075,8.160519,8.160519,1.0,0.0,0.0,0.0,0.0,0.0,0.3,99.4,0.3,1146776.0,4649660.0,2004.32812096365,1683.8561657098098,11.169533544440698,43.1818976391461,2298515385.24621,7829358659.454259,22.154680861649783,-0.0034783844147177,0.028392384750004,7.603064181817762,13.95246508497327,4180,0.27,0.0,0.0,0.166666672,0,1034.5308,2.801948,0.9645831,0.02358584,0.0,3,0,1.871802211,0.026000001,6.65929392,0.0176,0.03,0.29,0.25,0.2094,0,0.955058,0,100.39,0.0,35.3,0.07,0,0.07,2.0,0.0,0.81,0.0,0.866,0.08,7.346666728,0.435699999,991,0.0282543,0.992,6.33,198,0.2,1,13.55800845,0,0.0,53.97351202,-0.038395897,0.255172414,0.69656,0.44,1,0,0.1891727
MUS,23.703089,1.0,1.0,1.0,0.4,50.899998,11.9,1.2,,,,,,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,30.5,3.417727,,,9.0,0.0,1.0,19.0,,,0.0,273.365,,0.7452749,0.726162,,,,,,,,,,0.0,1.0,22.588541,0.195625,,,191.07812,,2030.0,20.283333,57.583332,999.97797,0.36925,5.891644,8.918903,1.0,0.0,0.0,0.0,0.0,0.9,31.2,16.4,51.5,826000.0,1265740.0,,9272.843219065258,,18.648689557208897,,11737008576.0997,24.58480678913615,,0.0085728872562631,,13.624350052503114,9590,0.70848485,1.0,0.0,0.833333313,0,3.0758,370.936,0,0.01632374,0.0,5,0,1.342342496,0.002,7.95927596,0.024,0.03,0.14,0.11,0.088,0,0.406899,0.545,52.5,0.0,59.4,1,.,0,2.0,0.0,0.8305,0.0,0.56400001,0.98,7.766611098,0.464899987,660,0.0257576,0.982,2.17,126,0,0,14.4515158,0,0.0,60.32024795,0.073759891,0.220689655,0,0,0,1,0
MWI,26.244926,0.0,0.0,0.0,0.032258064,37.965702,1.3422344,0.09977632,1.0,519.043,521.848,1113.46,25.733168,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,0.0,1.0,157.0,,,1.0,258.25287,0.53,0.75453573,0.7535308,0.755589,0.7541817,,0.40838996,0.8167799,0.8167799,,38421.33,76842.66,1.0,0.0,22.116734,0.859996,0.4361066,0.0216119,92.013176,0.21275,94080.0,13.5,34.0,20998.656,0.18669444,7.495542,7.500198,1.0,0.0,0.0,0.0,0.0,31.5,27.6,16.2,24.7,4703783.0,19129955.0,293.155151741696,526.932201677988,,,1378938219.12501,10080189306.1508,,0.0117964334096227,0.0284550935231657,5.680701996995176,15.363877636544157,7870,0.62243728,1.0,0.0,0.166666672,0,26.6591,0,42.25127,0.03012865,0.0,5,0,2.046530962,0.005,5.940171253,0.0118,0.04,0.21,0.2,0.1872,0,0.907494,0,74.5,0.0,37.9,0,0.52,0.09,2.0,0.0,0.614,0.0,0,0.67,9.21520299,0.456200004,3529,0.026069701,0.963,6.39,116,0,1,14.10894108,0,0.0,84.91996614,0.004255965,0.15862069,1,0,0,0,0.0548084
MYS,52.95267,0.0,0.0,0.0,0.0,39.595062,10.687951,1.4599288,1.0,71.7327,71.5055,1061.3,20.188637,1.0,1.0,0.0,1.0,192000.0,0.0,0.0,0.0,0.0,17.7,17.7,2.873565,1.0,0.794407,10.0,0.0,1.0,12.0,11.4,72.0,0.2543278,271.03558,0.27,0.6892316,0.69374394,0.6776293,0.68886495,0.30374825,0.6074965,1.214993,1.214993,99796.484,199592.97,399185.94,1.0,0.0,26.028496,0.23076233,0.2876175,0.832736,233.9334,0.18203,328550.0,2.5,112.5,18201.67,0.17829835,8.411833,8.693245,0.0,0.0,1.0,0.0,0.0,1.4,2.8,49.4,46.4,10804131.0,32365998.0,1915.8715500728,11637.3511970661,17.5078197649844,19.6779622028168,20699327206.1595,376654485569.54,25.628077597980123,0.0367397613599183,0.0221861288136138,7.557927915611663,16.19543911895997,5380,0.61037037,1.0,0.270000011,0.666666687,0.01,40.3624,32.95543,13.33214,0.02618718,1.0,5,0,1.710549474,0.02,7.258412151,0.028100001,0.07,0.16,0.14,0.0929,0.01,0.322686,0.102,61.59,0.0,54.3,0.8,0.62216,0.1,2.0,0.0,0.7645,0.0,0.30899999,0.96,3.266814398,0.449600011,8140,0.034152299,0.926,3.11,88,0.04,1,16.26295761,0,0.0,10.67207631,-0.023180164,0.15862069,0.1217,0,0,1,0.3379883
NAM,33.333332,,,,0.5,34.20948,14.639165,2.0074031,0.66346365,358.947,359.305,1348.38,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,0.0,1.0,87.0,,,0.6194981,263.0291,0.04,0.7423667,0.7448174,0.7375011,0.7401091,,0.07194141,0.14388283,0.14388283,,59228.645,118457.29,1.0,0.0,19.931892,0.9851719,0.36243838,0.0004984,25.288353,0.46784,823290.0,22.0,17.0,8150.5713,0.10209817,7.130899,7.669017,1.0,0.0,0.0,0.0,0.0,64.2,19.1,0.0,16.7,817474.0,2540916.0,,5312.94867779823,,13.2234491487485,,13499756302.5964,19.941920639406344,,0.0229403910861034,,13.613974376966434,8400,.,0.0,0.0,.,0,.,0.239703,0.9725897,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0.0,.,0.17,0.89,.,3.0,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,0,0.0,.,.,.,0.4785,.,1,0,0.0283202
NAU,,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,0.0,0.0,0.0,0.0,0.032258064,8.693372,0.24346119,0.16974233,1.0,1180.26,1197.49,1348.56,9.849693,-7.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,5.991465,0.0,0.0,0.0,0.0,1.0,176.0,115.0,48.5,0.9842288,269.80963,0.01,0.74396914,0.7402218,0.734277,0.7279057,0.20958605,0.41917208,0.62875813,0.62875813,265482.66,530965.25,796447.94,0.0,1.0,27.404308,0.47127628,0.1648548,0.0,17.186642,0.69377,1266700.0,16.0,8.0,144783.81,0.03710857,8.294049,8.188412,1.0,0.0,0.0,0.0,0.0,0.0,0.2,87.9,11.9,4510645.0,24206636.0,817.348333304636,550.440806329148,9.84969371869597,,3686768172.87889,13324320238.3562,16.590675289893824,-0.0078757412900835,0.0341747162420653,6.706065360549895,15.32195071677418,4460,0.73291424,0.0,0.0,0.166666672,0,418.3289,0,2.889398,0.03161321,0.0,5,0,1.925124168,0.01,6.276643489,0.0049,0.03,0.1,0.27,0.2591,0,0.504802,0,93.3,0.0,35.4,0,0.76,0.08,2.0,0.0,0.2865,0.0,0.035,0.05,5.107618527,0.414700001,3028,0.0234478,0.963,6.89,204,0.16,1,14.2923011,0,0.0,26.08776702,-0.011778302,0.206896552,1,0,0,0,0.3761396
NGA,2.3809524,0.0,0.0,0.0,0.6,,,,1.0,473.06,498.793,519.239,,-7.0,-7.0,0.0,1.0,168000.0,0.0,0.0,0.0,0.0,2004.0,2004.0,7.602900999999999,1.0,0.097769,8.0,0.0,1.0,131.0,81.1,50.08,1.0,263.52917,0.42,0.7481788,0.7464535,0.7407232,0.73782486,1.1814605,2.7567413,4.3320217,4.3320217,1076038.8,2510757.2,3945475.5,1.0,0.0,26.817709,0.35510498,0.2138289,0.7613238,97.74968,0.26547,910770.0,10.0,8.0,281974.38,0.07988245,7.901007,7.913704,1.0,0.0,0.0,0.0,0.0,15.8,12.1,45.0,27.1,55982142.0,206139587.0,1691.3694246798498,2273.21856061168,,29.3988605515333,94686483306.8859,468600335245.226,36.19095193337101,0.0059306809449493,0.0264132218236217,7.4332937902542895,17.84054330498514,4770,0.85670898,1.0,0.0,0.5,0,21.5287,132.9795,44.82621,0.03122711,0.0,4,0,1.931231499,0.006,6.340359304,0.0136,0.02,0.06,0.13,0.1094,0,0.60151,0,121.57,0.0,39.7,0.13,1,0.21,2.0,1.0,0.2505,0.0,0.002,0.36,12.52950753,0.454299986,42305,0.0230706,0.988,4.89,277,0.52,1,16.99301987,0,0.0,156.9885589,0.123214372,0.193103448,0.7552,0.12,1,0,0.7899764
NIC,30.959045,0.0,0.0,0.0,0.071428575,34.6,7.2,4.4,1.0,83.9011,84.2195,1145.99,18.594213,-8.0,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163.3,163.3,5.095589,1.0,0.632686,1.0,1.0,1.0,119.0,43.4,67.86,0.1,247.21053,0.53,0.61832947,0.6845506,0.62468785,0.67636883,0.58738303,1.1747661,1.5663548,1.5663548,71308.3,142616.6,190155.47,0.0,1.0,25.475386,0.2490711,0.2648365,0.7079345,201.41998,0.26715,121400.0,13.0,-85.0,19169.06,0.16039939,8.006368,8.534249,0.0,0.0,0.0,0.0,1.0,4.4,94.7,0.0,0.9,2406523.0,6624554.0,2162.74450459015,1721.81825546025,18.5942136316761,19.1773869068493,5204694393.41979,11406278011.4822,22.35057911847071,-0.0045495624716128,0.0204584648277705,7.679133298121017,14.693693525128204,3440,0.09917957,0.0,0.0,0.666666687,0,81.3128,17.2196,9.764009,0.03169357,0.0,3,0.01,1.930796504,0.017999999,7.381501895,0.0165,.,0.094,0.084,0.049500001,0.01,0.945304,0,54.01,1.0,47.3,0.63,0.00528,0.04,0.0,0.0,0.6075,0.0,0.64600003,0.66,43.73216834,0.479699999,1493,0.023442701,0.839,5.11,103,0.2,0,14.69004469,1,1.0,1912.502548,-0.017062545,0.4,0.3087,0.24,1,0.33,0.3303121
NLD,73.26945,1.0,1.0,1.0,0.95454544,44.02682,45.8,7.2,0.0,28.6708,67.3148,56.752,28.753466,10.0,10.0,0.0,0.0,9460.0,0.0,0.0,0.0,0.0,,,,,,,,,31.0,,,0.0,65.14107,0.34,0.72964454,0.7295495,0.7165779,0.7170335,5.9031878,8.854781,26.564344,26.564344,200000.0,300000.0,900000.0,0.0,1.0,9.258411,0.05241966,0.05882623,0.0,66.59605,0.38481,33880.0,52.5,5.75,9100.168,0.02148418,8.699514,8.700735,0.0,1.0,0.0,0.0,0.0,42.4,42.6,1.0,14.0,13038526.0,17441139.0,24519.6092361381,53081.311007557306,29.719066731022394,21.3671660777739,319699562535.226,925798523585.037,22.38891897169608,0.0155669567940628,0.0058354243948062,10.107228453387194,16.383419071263823,140,0.06343537,0.0,0.0,1,0,2.9547,353.6062,414.5556,0.00853974,0.0,4,0,0.915490448,0.044,8.712266432,0.041200001,0.07,0.16,0.15,0.067799999,0.13,0.499461,0,63.92,0.0,73.3,1,0,0.03,0.0,0.0,0.8505,0.0,0,1,4.487562055,0.3,11480,0.090069696,0.433,1,105,0,1,18.0606281,0,0.0,20.1382132,-0.008847564,0.634482759,0,0,0,0.8,0
NOR,44.81481,1.0,1.0,1.0,0.95454544,71.3,20.7,7.4,0.0,332.584,89.2999,1085.44,31.900316,10.0,10.0,0.0,0.0,2040000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,6.0,,,0.0,33.443672,0.02,0.7278814,0.7278814,,,0.3265306,0.6530612,1.3061224,1.3061224,99356.734,198713.47,397426.94,0.0,0.0,1.2093879,0.43556193,0.3552708,0.0,84.6646,0.87029,304280.0,62.0,10.0,8763.265,0.19816233,8.517193,8.517193,0.0,1.0,0.0,0.0,0.0,97.8,0.3,0.1,1.8,3875763.0,5379475.0,32244.646376809,90884.6145970484,32.9061509887469,30.3081661295963,124972607375.32,488911512109.457,27.4816768092945,0.0209410235512472,0.0065785087379059,10.381107304623884,15.170253104612495,1000,0.06988372,0.0,0.0,1,0,85.6828,22.41369,2.763691,0.00548178,0.0,4,0,0.948564231,0.034000002,8.632305999,0.034899998,0.09,0.15,0.13,0.0621,0.07,0.984102,0,79.39,0.0,73.4,0.48,0,0.08,0.0,0.0,0.851,0.0,0,1,6.589456772,0.2588,3581,0.111142099,0.446,1,107,0,0,16.81570337,0,0.0,43.42094055,0.007195704,0.668965517,0,0,0,0.78,0
NPL,24.603172,0.0,0.0,0.0,0.0,1.9,1.7,0.3,0.0,288.941,825.382,288.941,5.9648724,-9.0,-9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,108.0,,,0.1628608,250.36415,0.45,0.7162813,0.7162813,0.71798766,0.71798766,6.993007,10.489511,13.986014,13.986014,1000000.0,1500000.0,2000000.0,1.0,0.0,12.51837,2.2996023,1.921245,0.0,97.24778,0.39967,143000.0,28.0,84.0,23237.5,0.5192441,8.699514,8.699514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,97.0,12074628.0,29136808.0,284.414564307871,832.711063201292,5.96487226277372,28.400025924005497,3434200061.79962,24262542367.9719,21.251550654474904,0.0217175423526989,0.0177740282000458,5.650432907264388,16.306616949574934,5160,0.45,0.0,0.050000001,0.333333343,0,14.547,0,75.83333,0.02389093,0.0,5,0,1.844984293,0.005,6.442540166,0.0048,0.03,0.03,0.27,0.2552,0.01,0.6334,0.77,78.35,0.0,38.5,0,0.04617,0,0.0,0.0,0.1495,0.0,0,0.1,8.397478486,0.384499997,9404,0.039238598,0.649,4.33,73,0.08,0,15.59143058,0,0.0,70.51764492,-0.0086,0.027586207,0,0,0,0.09,0.0549556
NZL,18.311428,1.0,1.0,1.0,0.95454544,32.184074,55.048065,11.893906,0.0,39.581,39.504,9407.09,,10.0,10.0,0.0,0.0,48300.0,0.0,0.0,0.0,0.0,8.55,8.55,2.145931,,0.959488,10.0,10.0,7.0,3.0,6.8,76.9,0.0,120.704285,0.31,0.62694323,0.71000844,,,,,0.37314826,0.37314826,,,99895.52,1.0,0.0,11.053463,0.3439544,0.4125177,0.0,138.89967,0.48836,267710.0,41.0,174.0,14991.76,0.27984992,6.684612,8.533614,0.0,0.0,0.0,1.0,0.0,37.9,18.7,0.0,43.4,2810700.0,5084300.0,,37922.2391359625,,,,192808040438.974,23.633200821834084,,0.0119250187256212,,14.848944120607388,9280,0.14756993,1.0,0.0,1,0,112.9806,10.12706,2.210206,0.01187142,0.0,5,0.9,1.148988485,0.018999999,8.982184279,0.025599999,0.07,0.14,0.14,0.090400001,0.13,0.724194,0,68.53,0.0,71,0.96,0,0.01,0.0,0.0,0.4735,0.0,0,1,8.532894651,0.328799993,2372,0.086424999,0.89,1,101,0,0,16.75367304,0,0.0,72.81029113,-0.042344622,0.386206897,0,0,0,0.2,0
OMN,33.333332,0.0,0.0,0.0,0.0,,,,0.9346141,110.127,110.358,2620.31,13.764045,-10.0,-10.0,0.0,0.0,2670000.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,47.0,,,0.8682069,255.66895,0.00489,0.7345856,0.7333669,0.7270658,0.7274984,0.3231018,0.6462036,0.6462036,0.6462036,100000.0,200000.0,200000.0,0.0,1.0,26.891972,0.28089505,0.2228705,0.0,6.577069,0.49562,309500.0,21.0,57.0,371.4,0.15031864,8.922658,8.955941,0.0,0.0,1.0,0.0,0.0,0.1,0.1,98.9,0.9,723842.0,5106622.0,9097.990636802242,,13.7640449438202,,6585507738.52421,,23.582255337509554,,0.0398478510947299,9.115808858980404,13.492328415507576,5540,.,0.0,0.0,0.166666672,0,420.7129,3.046808,2.899202,0.03775907,0.0,3,0,1.97129941,.,.,.,.,.,.,0.01,0,1,0,.,0.0,40.3,0.47,0.81356,0.41,0.0,1.0,1.078,0.0,0.61900002,.,8.522209455,.,505,0.0277228,1,6.22,129,0.6,0,.,0,0.0,72.628054,0.0766,0,0.26165,0,0,0.42,0
PAK,3.5714288,0.0,0.0,0.0,0.0,7.9508243,7.942482,1.1666559,0.0,637.725,644.27,1714.63,15.793001,-88.0,0.0,0.0,1.0,3220.0,0.0,0.0,0.0,0.0,36.99,36.99,3.610648,,0.094196,1.0,0.0,1.0,107.0,74.1,63.95,0.4946105,218.7124,0.06,0.72586536,0.72560614,0.7236558,0.7232812,8.775915,19.874866,25.811514,25.811514,6765177.5,15321137.0,19897580.0,1.0,0.0,21.092703,0.88197094,1.2387791,0.0,25.414837,0.79443,770880.0,30.0,70.0,212994.14,0.2237018,9.1049795,9.100526,0.0,0.0,1.0,0.0,0.0,0.8,0.5,96.8,1.9,58142062.0,220892331.0,469.43771536669294,1168.34297401467,15.7923394274465,15.4065133813776,27294076751.9886,258078002937.573,17.24639907542207,0.018403416149999,0.0270552435039084,6.151535628222199,17.878399918582367,5950,0.62155983,1.0,0.0,0.333333343,0,15.4315,67.62395,74.80611,0.03055639,0.0,3,0,1.960376382,0.026000001,6.458338283,0.0154,0.07,0.15,0.18,0.1396,0.01,0.702976,0.17,56.4,0.0,43.3,0.09,0.42897,0.01,2.0,0.0,0.2445,0.0,0,0.3,7.236452432,0.4366,49955,0.041577399,0.428,4.94,77,0.32,0,17.27721616,0,0.0,52.3662438,-0.002298959,0.206896552,0,0.08,1,0,0.0367505
PAN,0.0,0.0,0.0,0.0,1.0,53.5,17.4,4.2,1.0,20.4568,20.4908,638.593,,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163.3,163.3,5.095589,1.0,1.0,0.0,0.0,1.0,61.0,21.4,73.6,0.0309956,247.03604,0.47,0.6131938,0.68795234,0.61295915,0.6778369,0.58738303,1.1747661,1.5663548,1.5663548,43718.918,87437.836,116583.78,0.0,1.0,25.521591,0.23283736,0.27756688,1.0,210.73322,0.13446,74430.0,9.0,-80.0,5403.618,0.28598613,7.783224,8.513963,0.0,0.0,0.0,0.0,1.0,5.2,85.0,4.5,5.3,1519286.0,4314768.0,3434.7261378900603,9611.28542532737,34.434374256110104,,5218331335.130429,41470466792.0689,31.96468948501609,0.0207932443112335,0.0210954906390472,8.141692474517406,14.233751045619442,3590,0.19083333,0.0,0.0,0.166666672,0,64.8345,17.50638,0,0.0249909,0.0,3,0.14,1.6572752,0.005,7.362010551,0.036499999,0.08,0.14,0.22,0.182500001,0.05,0.76685,0,87.23,1.0,60.9,1,0.24564,0,0.0,0.0,0.8065,0.0,0.69499999,0.96,3.28106413,0.434899986,1148,0.040069699,0.964,5.72,129,0.16,0,14.40778713,0,1.0,10.76538182,-0.028030194,0.475862069,0,0,0,0.28,0.4596233
PER,17.01756,0.0,0.0,0.0,0.071428575,47.1,13.4,4.5,1.0,254.983,368.049,679.183,15.5,-7.0,-7.0,0.0,0.0,16600.0,0.0,0.0,9.0,5.0,71.0,71.0,4.2626800000000005,,0.173208,1.0,4.0,3.0,43.0,45.0,68.32,0.029737,287.4974,0.26,0.5968042,0.64335716,0.5877162,0.63140315,0.5859375,1.171875,1.5625,1.5625,750000.0,1500000.0,2000000.0,0.0,1.0,19.876368,1.2584555,1.553278,0.4591457,127.36689,0.65394,1280000.0,10.0,-76.0,36992.0,0.36024526,8.36637,8.530317,0.0,0.0,0.0,0.0,1.0,2.7,95.1,0.0,2.2,13459789.0,32971846.0,3352.03480769187,5685.370838701911,17.1313142758517,17.8207416220504,45117681232.1881,187457171746.57,25.090276603791573,0.0106225992019861,0.0180804555435969,8.117322845704344,16.41521720598072,5940,0.43159091,0.0,0.0,0.333333343,0,128.8893,28.76789,4.808678,0.02620731,0.0,3,0,1.809271932,0.027000001,7.610357618,0.024499999,0.04,0.12,0.15,0.0935,0.04,0.897726,0,61,1.0,48,0.24,0.00255,0.02,0.0,0.0,0.3255,0.0,0.56400001,0.83,60.61483112,0.433200002,9931,0.034336898,0.985,3.78,83,0.28,0,16.81377408,0,1.0,3674.157752,0.002247281,0.455172414,0.5032,0.04,1,0.49,0.4591777
PHL,60.514153,0.0,0.0,0.0,1.0,56.300003,14.2,9.6,1.0,27.3757,27.2979,1670.54,21.343594,2.0,2.0,0.0,0.0,2220.0,0.0,0.0,0.0,0.0,,,,1.0,,6.0,0.0,1.0,138.0,,,0.75,260.0429,0.73,0.6833667,0.6833667,,,,0.33537915,1.6768957,1.6768957,,100000.0,500000.0,0.0,1.0,26.207767,0.22866067,0.3683388,1.0,204.67676,0.08853,298170.0,13.0,122.0,56503.22,0.30937746,8.517193,8.517193,0.0,0.0,1.0,0.0,0.0,3.8,84.1,4.3,7.8,35803591.0,109581085.0,1305.15163406517,2980.01581411657,21.343593378221,17.3830761941597,46729115299.0509,326553366228.052,22.334364689808275,0.0166492671955391,0.0226244690384724,7.174074507692668,17.393558753603063,3010,0.7238207,0.0,0.02,0.166666672,0,10.8185,107.5375,26.15232,0.02749588,1.0,3,0,1.854264617,0.013,7.032624261,0.0233,0.02,0.11,0.14,0.1047,0.13,0.587954,0,89.45,0.0,53.1,1,0.48743,0.02,2.0,0.0,0.3945,0.0,0.012,0.95,10.77909792,0.469599992,27561,0.030441601,0.924,4.28,92,0.44,0,17.25678127,0,0.0,116.1889521,-0.026826397,0.15862069,0.0007,0.36,1,0.16,0.3255408
PLW,,,,,0.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.7354,,0.67193025,,,,,,,,,,,,,,,,,,,460.0,7.5,134.0,,,,,0.0,0.0,0.0,1.0,0.0,,,,,11803.0,18092.0,,,,,,,28.93402979284441,,0.008578912051472,,9.37610901542907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,,,,,0.6666667,11.747474,2.1043894,2.251599,1.0,79.6111,80.0078,4671.28,41.603043,,,0.0,0.0,81500.0,0.0,0.0,0.0,0.0,,170.0,5.135798,1.0,,10.0,0.0,1.0,104.0,,,0.5892759,271.8784,0.57,0.65731204,0.65731204,,,0.71428573,1.2755102,1.5306122,1.5306122,323471.44,577627.56,693153.06,1.0,0.0,25.360975,0.4227265,0.73280483,0.7253582,259.9521,0.22326,452860.0,6.0,147.0,2037.87,0.39117372,8.294049,8.294049,0.0,0.0,0.0,1.0,0.0,58.4,32.8,0.0,8.8,2783132.0,8947027.0,1592.79984012032,2346.8010730426604,41.603046217375706,,4432972204.633739,20996892564.1417,22.55140423079988,0.0077813139224842,0.0236297487235197,7.373248652373487,14.83908747021326,4500,0.80272727,0.0,0.0,0.833333313,0,235.8646,4.690946,4.864055,0.02344454,1.0,5,0.01,1.803688049,0.014,7.118826249,0.0233,0.1,0.34,0.43,0.3917,0,0.922408,0,52.5,0.0,41,0.69,0.95,0.19,2.0,0.0,0.691,0.0,0,0.32,5.193408687,0.404500008,1920,0.0291667,0.971,2.31,105,0,1,14.67890671,0,0.0,26.97149379,-0.047800001,0.131034483,0.3581,0,0,0,0.3453681
POL,0.0,0.0,0.0,0.0,0.037037037,68.7,20.7,5.4,0.0,60.476,279.241,68.9903,,-7.0,-7.0,0.0,0.0,1100.0,0.0,0.0,0.0,2.0,,,,0.0,,,,,55.0,,,0.0,68.10258,0.55,0.73588604,0.7358722,0.729141,0.7291181,1.6427914,4.1069784,13.142331,13.142331,500000.0,1250000.0,4000000.0,0.0,0.0,7.65305,0.18871395,0.12775789,0.0,52.01452,0.19799,304360.0,52.0,20.0,139944.73,0.05231206,8.699514,8.703258,0.0,1.0,0.0,0.0,0.0,0.1,81.0,0.0,18.9,32664300.0,37950802.0,,16945.2351796873,,17.3120669944055,,643085265147.7471,21.28535196713838,,0.0030046629437954,,17.30179329636259,1130,0.03904924,0.0,0.0,0.166666672,0,.,75.8737,108.9466,.,0.0,1,0,0.832039177,.,.,.,.,.,.,.,0.07,0.779946,0,.,0.0,67.3,0.84,0,0.04,1.0,0.0,0.445,0.093,0.04,1,.,.,.,.,0.328,5.72,.,0,.,.,1,0.0,.,.,0.524137931,0,.,0,0.11,0
